======================================================================
  MEV INSURANCE — ECONOMIC REPORT
  2026-05-12 11:44:28
======================================================================

──────────────────────────────────────────────────────────────────────
  EVOLUZIONE POOL (ogni 2 min)
──────────────────────────────────────────────────────────────────────
       Ora         MEVI Pool        ETH Pool
  05:02:27    99.46 USDC →   71.0110 MEVI  | att: NO
  05:02:54    54.96 USDC →   43.1333 MEVI  | att: NO
  05:03:19    51.65 USDC →   40.4360 MEVI  | att: NO
  05:03:45    54.57 USDC →   44.0473 MEVI  | att: NO
  05:04:10    71.23 USDC →   61.6527 MEVI  | att: NO
  05:04:36    95.07 USDC →   86.0964 MEVI  | att: NO
  05:05:02    76.42 USDC →   55.4936 MEVI  | att: NO
  05:05:27    68.03 USDC →   54.1585 MEVI  | att: NO
  05:05:53    81.69 USDC →   63.2182 MEVI  | att: NO
  05:06:19    93.88 USDC →   71.4931 MEVI  | att: NO
  05:06:44    73.37 USDC →   70.5313 MEVI  | att: NO
  05:07:09    83.85 USDC →   78.1526 MEVI  | att: NO
  05:07:34    71.43 USDC →   51.5220 MEVI  | att: NO
  05:07:59    58.02 USDC →   47.2144 MEVI  | att: NO
  05:08:25    75.64 USDC →   64.4897 MEVI  | att: NO
  05:08:52    96.95 USDC →   80.2356 MEVI  | att: NO
  05:09:17    74.14 USDC →   68.1715 MEVI  | att: NO
  05:09:43    75.97 USDC →   56.9062 MEVI  | att: NO
  05:10:09    95.00 USDC →   72.3490 MEVI  | att: NO
  05:10:35    87.97 USDC →   69.7122 MEVI  | att: NO
  05:11:00    68.62 USDC →   61.2048 MEVI  | att: NO
  05:11:26    76.57 USDC →   69.3631 MEVI  | att: NO
  05:11:51    81.89 USDC →   80.5704 MEVI  | att: NO
  05:12:15    90.99 USDC →   66.2968 MEVI  | att: NO
  05:12:40    71.59 USDC →   54.9349 MEVI  | att: NO
  05:13:06    50.49 USDC →   41.5892 MEVI  | att: NO
  05:13:31    79.00 USDC →   66.5678 MEVI  | att: SI  perdita: 2.5133  rimborso: NON ASSICURATO
  05:13:56    86.28 USDC →   84.8164 MEVI  | att: NO
  05:14:23    77.98 USDC →   76.7825 MEVI  | att: NO
  05:14:46    53.23 USDC →   38.7327 MEVI  | att: NO
  05:15:12    76.76 USDC →   58.8933 MEVI  | att: NO
  05:15:38    59.94 USDC →   51.3680 MEVI  | att: NO
  05:16:02    60.58 USDC →   52.6596 MEVI  | att: NO
  05:17:31    87.95 USDC →   79.0542 MEVI  | att: NO
  05:18:20    85.95 USDC →   80.5716 MEVI  | att: NO
  05:19:21    60.02 USDC →   43.9326 MEVI  | att: NO
  05:19:46    87.89 USDC →   51.3060 MEVI  | att: NO
  05:20:11    68.45 USDC →   65.7430 MEVI  | att: NO
  05:20:37    63.60 USDC →   59.8800 MEVI  | att: NO
  05:21:02    58.06 USDC →   53.9384 MEVI  | att: NO
  05:21:28    64.40 USDC →   61.1274 MEVI  | att: NO
  05:21:53    84.19 USDC →   57.7776 MEVI  | att: NO
  05:22:20    89.65 USDC →   64.8863 MEVI  | att: NO
  05:22:46    80.21 USDC →   59.4498 MEVI  | att: NO
  05:23:11    55.05 USDC →   51.3203 MEVI  | att: SI  perdita: 2.0410  rimborso: NON ASSICURATO
  05:23:37    92.75 USDC →   86.7323 MEVI  | att: NO
  05:24:02    87.26 USDC →   81.0896 MEVI  | att: NO
  05:24:28    69.07 USDC →   50.7342 MEVI  | att: NO
  05:24:53    63.72 USDC →   48.7639 MEVI  | att: NO
  05:25:18    95.28 USDC →   82.0022 MEVI  | att: NO
  05:25:44    84.74 USDC →   69.8265 MEVI  | att: NO
  05:26:09    81.10 USDC →   76.7545 MEVI  | att: NO
  05:26:35    99.68 USDC →   95.8544 MEVI  | att: NO
  05:27:01    69.10 USDC →   49.3068 MEVI  | att: NO
  05:27:26    82.60 USDC →   56.6376 MEVI  | att: SI  perdita: 1.9237  rimborso: NON ASSICURATO
  05:27:52    75.36 USDC →   62.4482 MEVI  | att: NO
  05:28:17    70.77 USDC →   62.7746 MEVI  | att: NO
  05:28:43    78.19 USDC →   71.3593 MEVI  | att: NO
  05:29:09    82.88 USDC →   77.2760 MEVI  | att: NO
  05:29:34    76.46 USDC →   75.3084 MEVI  | att: NO
  05:29:59    75.82 USDC →   56.6215 MEVI  | att: NO
  05:30:25    75.82 USDC →   65.3586 MEVI  | att: NO
  05:30:50    88.33 USDC →   73.5813 MEVI  | att: SI  perdita: 6.1809  rimborso: NON ASSICURATO
  05:31:16    73.48 USDC →   48.3902 MEVI  | att: NO
  05:31:41    68.20 USDC →   67.2823 MEVI  | att: NO
  05:32:07    77.13 USDC →   51.5369 MEVI  | att: NO
  05:32:31    50.33 USDC →   38.8731 MEVI  | att: NO
  05:32:58    73.72 USDC →   57.1216 MEVI  | att: NO
  05:33:23    68.58 USDC →   55.7835 MEVI  | att: NO
  05:33:49    64.29 USDC →   52.5501 MEVI  | att: NO
  05:34:14    74.62 USDC →   65.2482 MEVI  | att: NO
  05:34:40    51.91 USDC →   31.8339 MEVI  | att: SI  perdita: 4.5890  rimborso: NON ASSICURATO
  05:35:05    50.40 USDC →   38.1318 MEVI  | att: NO
  05:35:31    79.96 USDC →   68.0400 MEVI  | att: NO
  05:35:56    90.86 USDC →   84.6414 MEVI  | att: NO
  05:36:22    54.73 USDC →   52.6262 MEVI  | att: NO
  05:36:47    63.04 USDC →   60.7530 MEVI  | att: NO
  05:37:13    74.05 USDC →   51.8833 MEVI  | att: NO
  05:37:38    94.29 USDC →   69.5170 MEVI  | att: NO
  05:38:04    69.74 USDC →   56.8600 MEVI  | att: NO
  05:38:29    69.08 USDC →   65.5102 MEVI  | att: NO
  05:38:53    71.06 USDC →   63.0695 MEVI  | att: NO
  05:39:34    70.44 USDC →   58.2853 MEVI  | att: NO
  05:39:59    52.67 USDC →   49.7561 MEVI  | att: NO
  05:40:25    59.35 USDC →   40.5850 MEVI  | att: NO
  05:40:50    70.86 USDC →   66.1711 MEVI  | att: NO
  05:41:16    65.66 USDC →   44.9157 MEVI  | att: NO
  05:41:41    97.83 USDC →   74.1840 MEVI  | att: NO
  05:42:06    79.99 USDC →   60.1779 MEVI  | att: NO
  05:42:31    79.61 USDC →   66.1954 MEVI  | att: NO
  05:42:57    70.29 USDC →   61.7242 MEVI  | att: NO
  05:43:22    57.78 USDC →   57.1199 MEVI  | att: NO
  05:43:48    55.77 USDC →   39.6543 MEVI  | att: NO
  05:44:14    72.89 USDC →   54.3568 MEVI  | att: NO
  05:44:39    65.39 USDC →   36.2608 MEVI  | att: NO
  05:45:04    50.06 USDC →   43.2787 MEVI  | att: NO
  05:45:31    54.01 USDC →   47.0291 MEVI  | att: NO
  05:45:57    94.45 USDC →   92.6989 MEVI  | att: NO
  05:46:22    56.77 USDC →   40.1646 MEVI  | att: NO
  05:46:47    76.49 USDC →   63.5542 MEVI  | att: NO
  05:47:13    65.23 USDC →   56.6866 MEVI  | att: NO
  05:47:38    66.12 USDC →   55.0023 MEVI  | att: SI  perdita: 2.0629  rimborso: NON ASSICURATO
  05:48:03    58.03 USDC →   57.3642 MEVI  | att: NO
  05:48:29    63.08 USDC →   62.2941 MEVI  | att: NO
  05:48:55    95.28 USDC →   67.0491 MEVI  | att: NO
  05:49:20    96.00 USDC →   68.0715 MEVI  | att: NO
  05:49:46    61.18 USDC →   47.9581 MEVI  | att: NO
  05:50:11    60.28 USDC →   47.6566 MEVI  | att: NO
  05:50:37    90.35 USDC →   86.9570 MEVI  | att: NO
  05:51:02    61.93 USDC →   44.8542 MEVI  | att: NO
  05:51:29    73.33 USDC →   52.2180 MEVI  | att: SI  perdita: 1.8083  rimborso: NON ASSICURATO
  05:51:54    67.68 USDC →   56.4235 MEVI  | att: NO
  05:52:20    66.81 USDC →   57.5776 MEVI  | att: NO
  05:52:43    60.21 USDC →   54.2374 MEVI  | att: NO
  05:53:09    99.53 USDC →   95.0130 MEVI  | att: NO
  05:53:34    95.28 USDC →   66.1410 MEVI  | att: NO
  05:53:59    81.57 USDC →   59.1445 MEVI  | att: NO
  05:54:24    77.56 USDC →   58.5267 MEVI  | att: NO
  05:54:50    85.66 USDC →   73.1522 MEVI  | att: NO
  05:55:15    77.30 USDC →   70.6280 MEVI  | att: NO
  05:55:41    86.82 USDC →   79.5448 MEVI  | att: SI  perdita: 5.7934  rimborso: NON ASSICURATO
  05:56:06    89.83 USDC →   61.5009 MEVI  | att: NO
  05:56:32    79.54 USDC →   58.9914 MEVI  | att: NO
  05:56:59    89.89 USDC →   73.4565 MEVI  | att: NO
  05:57:25    68.88 USDC →   57.7186 MEVI  | att: NO
  05:57:50    62.02 USDC →   61.2601 MEVI  | att: NO
  05:58:16    67.39 USDC →   63.9284 MEVI  | att: SI  perdita: 2.5654  rimborso: NON ASSICURATO
  05:58:41    51.60 USDC →   36.8346 MEVI  | att: NO
  05:59:04    64.23 USDC →   45.9549 MEVI  | att: NO
  05:59:29    77.43 USDC →   59.5877 MEVI  | att: NO
  05:59:55    57.71 USDC →   46.5281 MEVI  | att: NO
  06:00:21    94.27 USDC →   89.2053 MEVI  | att: NO
  06:00:46    63.81 USDC →   44.6154 MEVI  | att: NO
  06:01:12    74.17 USDC →   54.2410 MEVI  | att: NO
  06:01:37    52.40 USDC →   37.4807 MEVI  | att: NO
  06:02:03    54.77 USDC →   42.6395 MEVI  | att: NO
  06:02:29    58.13 USDC →   47.9479 MEVI  | att: NO
  06:02:54    80.38 USDC →   75.8170 MEVI  | att: NO
  06:03:21    70.02 USDC →   69.0530 MEVI  | att: NO
  06:03:47    50.73 USDC →   34.9168 MEVI  | att: NO
  06:04:13    66.33 USDC →   51.0956 MEVI  | att: NO
  06:04:38    96.86 USDC →   73.9703 MEVI  | att: NO
  06:05:02    89.40 USDC →   73.4931 MEVI  | att: NO
  06:05:28    81.70 USDC →   75.2546 MEVI  | att: SI  perdita: 2.9745  rimborso: NON ASSICURATO
  06:05:54    93.52 USDC →   66.3188 MEVI  | att: NO
  06:06:19    67.74 USDC →   49.7625 MEVI  | att: NO
  06:06:44    78.51 USDC →   60.8827 MEVI  | att: NO
  06:07:10    98.58 USDC →   80.9935 MEVI  | att: NO
  06:07:35    51.38 USDC →   43.1891 MEVI  | att: NO
  06:08:01    82.35 USDC →   78.5652 MEVI  | att: NO
  06:08:27    53.46 USDC →   36.8255 MEVI  | att: NO
  06:08:54    82.85 USDC →   60.0743 MEVI  | att: NO
  06:09:19    93.83 USDC →   73.6911 MEVI  | att: NO
  06:09:44    87.06 USDC →   75.9389 MEVI  | att: NO
  06:10:10    80.51 USDC →   79.2342 MEVI  | att: NO
  06:10:35    60.77 USDC →   60.0403 MEVI  | att: NO
  06:11:00    92.23 USDC →   64.4177 MEVI  | att: NO
  06:11:26    95.36 USDC →   68.2001 MEVI  | att: SI  perdita: 2.3670  rimborso: NON ASSICURATO
  06:11:52    68.00 USDC →   56.4132 MEVI  | att: NO
  06:12:17    96.25 USDC →   94.4322 MEVI  | att: NO
  06:12:41    90.02 USDC →   88.4279 MEVI  | att: NO
  06:13:07    93.07 USDC →   64.2425 MEVI  | att: NO
  06:13:32    55.08 USDC →   41.5894 MEVI  | att: NO
  06:13:59    77.29 USDC →   61.9132 MEVI  | att: NO
  06:14:24    69.44 USDC →   59.1776 MEVI  | att: NO
  06:14:49    52.70 USDC →   52.1503 MEVI  | att: NO
  06:15:14    55.46 USDC →   54.8516 MEVI  | att: NO
  06:15:40    51.13 USDC →   37.9753 MEVI  | att: NO
  06:16:06    59.01 USDC →   44.8098 MEVI  | att: NO
  06:16:31    99.86 USDC →   81.2477 MEVI  | att: NO
  06:16:57    84.24 USDC →   49.4453 MEVI  | att: NO
  06:17:23    63.79 USDC →   58.2339 MEVI  | att: NO
  06:17:48    82.25 USDC →   77.3224 MEVI  | att: NO
  06:18:13    56.17 USDC →   40.7426 MEVI  | att: NO
  06:18:39    82.83 USDC →   64.6665 MEVI  | att: NO
  06:19:04    85.41 USDC →   72.7829 MEVI  | att: NO
  06:19:30    62.09 USDC →   55.3128 MEVI  | att: NO
  06:19:53    87.99 USDC →   86.4683 MEVI  | att: NO
  06:20:19    64.91 USDC →   45.2816 MEVI  | att: NO
  06:20:44    52.09 USDC →   40.9358 MEVI  | att: NO
  06:21:10    95.40 USDC →   76.2377 MEVI  | att: NO
  06:21:34    63.90 USDC →   51.6598 MEVI  | att: SI  perdita: 1.9093  rimborso: NON ASSICURATO
  06:21:59    93.54 USDC →   80.3365 MEVI  | att: NO
  06:22:25    58.20 USDC →   37.7395 MEVI  | att: NO
  06:22:50    54.63 USDC →   41.6958 MEVI  | att: NO
  06:23:16    53.80 USDC →   42.3114 MEVI  | att: NO
  06:23:41    67.54 USDC →   57.4969 MEVI  | att: NO
  06:24:07    64.08 USDC →   54.8942 MEVI  | att: NO
  06:24:32    80.28 USDC →   66.7601 MEVI  | att: NO
  06:24:58    67.76 USDC →   42.1381 MEVI  | att: NO
  06:25:24    88.66 USDC →   65.5480 MEVI  | att: NO
  06:25:51    60.01 USDC →   43.9005 MEVI  | att: NO
  06:26:16    96.71 USDC →   78.3501 MEVI  | att: NO
  06:26:42    96.44 USDC →   82.6726 MEVI  | att: NO
  06:27:07    93.68 USDC →   83.1556 MEVI  | att: NO
  06:27:33    53.07 USDC →   52.5126 MEVI  | att: NO
  06:27:58    72.17 USDC →   51.4405 MEVI  | att: NO
  06:28:24    54.76 USDC →   31.5424 MEVI  | att: NO
  06:28:48    96.07 USDC →   42.9233 MEVI  | att: NO
  06:29:13    88.77 USDC →   31.1615 MEVI  | att: NO
  06:29:39    66.67 USDC →   19.2063 MEVI  | att: NO
  06:30:04    54.43 USDC →   13.3273 MEVI  | att: NO
  06:30:30    85.16 USDC →   17.3748 MEVI  | att: NO
  06:30:55    86.63 USDC →   15.5191 MEVI  | att: NO
  06:31:23    84.32 USDC →   12.5382 MEVI  | att: NO
  06:31:46    63.40 USDC →    8.2012 MEVI  | att: NO
  06:32:10    67.75 USDC →    8.1534 MEVI  | att: NO
  06:32:36    76.29 USDC →    7.7909 MEVI  | att: NO
  06:33:02    59.59 USDC →    5.5513 MEVI  | att: NO
  06:33:27    99.94 USDC →    8.2899 MEVI  | att: NO
  06:33:51    82.74 USDC →    6.3327 MEVI  | att: NO
  06:34:17    68.28 USDC →    4.7409 MEVI  | att: NO
  06:34:42    92.72 USDC →    5.8545 MEVI  | att: NO
  06:35:08    85.15 USDC →    4.9232 MEVI  | att: NO
  06:35:33    80.71 USDC →    4.2695 MEVI  | att: NO
  06:35:59    87.18 USDC →    4.2094 MEVI  | att: NO
  06:36:25    66.91 USDC →    2.9867 MEVI  | att: NO
  06:36:52    88.73 USDC →    3.6684 MEVI  | att: SI  perdita: 0.0300  rimborso: NON ASSICURATO
  06:37:17    56.04 USDC →    2.1870 MEVI  | att: NO
  06:37:42    63.08 USDC →    2.2853 MEVI  | att: NO
  06:38:08    78.85 USDC →    2.6602 MEVI  | att: NO
  06:38:33    83.14 USDC →    2.6307 MEVI  | att: NO
  06:38:59    82.46 USDC →    2.4689 MEVI  | att: NO
  06:39:24    63.26 USDC →    1.7811 MEVI  | att: NO
  06:39:50    52.05 USDC →    1.3729 MEVI  | att: NO
  06:40:15    90.45 USDC →    2.2499 MEVI  | att: NO
  06:40:41    77.90 USDC →    1.8513 MEVI  | att: NO
  06:41:07    90.29 USDC →    2.0130 MEVI  | att: NO
  06:41:32    79.86 USDC →    1.6695 MEVI  | att: SI  perdita: 0.0428  rimborso: NON ASSICURATO
  06:41:58    68.68 USDC →    1.3930 MEVI  | att: NO
  06:42:25    83.57 USDC →    1.5830 MEVI  | att: NO
  06:42:51    87.98 USDC →    1.5777 MEVI  | att: NO
  06:43:16    59.05 USDC →    1.0218 MEVI  | att: NO
  06:43:42    92.07 USDC →    1.5166 MEVI  | att: NO
  06:44:07    79.88 USDC →    1.2456 MEVI  | att: NO
  06:44:33    69.30 USDC →    1.0312 MEVI  | att: NO
  06:44:58    68.40 USDC →    0.9709 MEVI  | att: NO
  06:45:23    93.64 USDC →    1.2890 MEVI  | att: NO
  06:45:48    75.70 USDC →    0.9995 MEVI  | att: NO
  06:46:14    52.61 USDC →    0.6618 MEVI  | att: NO
  06:46:39    74.10 USDC →    0.8962 MEVI  | att: NO
  06:47:05    57.83 USDC →    0.6726 MEVI  | att: NO
  06:47:31    96.20 USDC →    1.0761 MEVI  | att: NO
  06:47:56    52.41 USDC →    0.5644 MEVI  | att: NO
  06:48:23    83.65 USDC →    0.8656 MEVI  | att: NO
  06:48:48    66.35 USDC →    0.6670 MEVI  | att: SI  perdita: 0.0057  rimborso: NON ASSICURATO
  06:49:14    61.37 USDC →   55.6715 MEVI  | att: NO
  06:49:37    63.51 USDC →   59.8290 MEVI  | att: NO
  06:50:02    85.44 USDC →   60.9688 MEVI  | att: NO
  06:50:27    94.98 USDC →   81.4285 MEVI  | att: NO
  06:50:53    55.34 USDC →   48.4964 MEVI  | att: NO
  06:51:19    88.66 USDC →   78.0748 MEVI  | att: NO
  06:51:44    97.35 USDC →   91.2979 MEVI  | att: NO
  06:52:10    76.16 USDC →   50.6453 MEVI  | att: NO
  06:52:35    63.40 USDC →   45.1812 MEVI  | att: NO
  06:53:01    83.94 USDC →   71.3997 MEVI  | att: NO
  06:53:24    57.82 USDC →   52.5393 MEVI  | att: NO
  06:53:47    70.80 USDC →   67.4864 MEVI  | att: NO
  06:54:12    76.41 USDC →   51.1837 MEVI  | att: NO
  06:54:38    91.63 USDC →   62.4843 MEVI  | att: NO
  06:55:04    67.21 USDC →   60.7493 MEVI  | att: NO
  06:55:29    56.40 USDC →   48.9576 MEVI  | att: SI  perdita: 1.8768  rimborso: NON ASSICURATO
  06:55:54    73.16 USDC →   67.9203 MEVI  | att: NO
  06:56:20    77.47 USDC →   71.3131 MEVI  | att: NO
  06:56:45    63.96 USDC →   44.3497 MEVI  | att: NO
  06:57:11    52.63 USDC →   39.5555 MEVI  | att: NO
  06:57:36    62.32 USDC →   51.2565 MEVI  | att: SI  perdita: 1.9113  rimborso: NON ASSICURATO
  06:58:02    99.73 USDC →   85.0487 MEVI  | att: NO
  06:58:28    88.91 USDC →   76.0534 MEVI  | att: NO
  06:58:53    95.97 USDC →   94.1626 MEVI  | att: NO
  06:59:20    64.17 USDC →   45.9709 MEVI  | att: NO
  06:59:46    58.33 USDC →   46.6425 MEVI  | att: NO
  07:00:11    67.38 USDC →   59.3916 MEVI  | att: NO
  07:00:36    64.16 USDC →   58.5082 MEVI  | att: NO
  07:01:02    92.75 USDC →   80.0695 MEVI  | att: NO
  07:01:28    52.60 USDC →   37.5269 MEVI  | att: NO
  07:01:53    90.06 USDC →   67.6146 MEVI  | att: NO
  07:02:19    56.76 USDC →   51.5259 MEVI  | att: NO
  07:02:44    55.06 USDC →   47.2140 MEVI  | att: NO
  07:03:10    51.21 USDC →   47.2826 MEVI  | att: NO
  07:03:34    92.83 USDC →   84.3209 MEVI  | att: NO
  07:04:00    70.75 USDC →   49.1012 MEVI  | att: NO
  07:04:26    95.04 USDC →   68.5534 MEVI  | att: NO
  07:04:51    89.90 USDC →   80.6589 MEVI  | att: NO
  07:05:18    81.80 USDC →   75.4171 MEVI  | att: NO
  07:05:43    94.20 USDC →   88.1050 MEVI  | att: NO
  07:06:09    54.95 USDC →   51.4777 MEVI  | att: NO
  07:07:34    59.14 USDC →   52.4708 MEVI  | att: NO
  07:08:34    50.37 USDC →   37.8708 MEVI  | att: NO
  07:09:14    57.35 USDC →   41.8670 MEVI  | att: NO
  07:09:39    73.33 USDC →   41.2854 MEVI  | att: NO
  07:10:04    95.05 USDC →   72.9158 MEVI  | att: NO
  07:10:29    94.29 USDC →   72.0259 MEVI  | att: NO
  07:10:54    81.02 USDC →   62.5499 MEVI  | att: SI  perdita: 2.2578  rimborso: NON ASSICURATO
  07:11:19    50.97 USDC →   48.1282 MEVI  | att: SI  perdita: 1.9267  rimborso: NON ASSICURATO
  07:11:45    79.03 USDC →   59.5167 MEVI  | att: NO
  07:12:11    68.07 USDC →   48.1646 MEVI  | att: NO
  07:12:35    98.18 USDC →   73.3462 MEVI  | att: NO
  07:13:02    80.12 USDC →   63.1550 MEVI  | att: NO
  07:13:28    72.73 USDC →   58.4077 MEVI  | att: NO
  07:13:53    64.78 USDC →   58.4376 MEVI  | att: NO
  07:14:19    72.88 USDC →   47.5090 MEVI  | att: NO
  07:14:44    92.65 USDC →   68.0680 MEVI  | att: NO
  07:15:08    57.21 USDC →   42.8026 MEVI  | att: SI  perdita: 1.5203  rimborso: NON ASSICURATO
  07:15:33    51.05 USDC →   30.0155 MEVI  | att: NO
  07:15:59    61.84 USDC →   52.7040 MEVI  | att: NO
  07:16:25    94.90 USDC →   61.1965 MEVI  | att: NO
  07:16:50    74.12 USDC →   56.9490 MEVI  | att: NO
  07:17:16    55.47 USDC →   46.2323 MEVI  | att: NO
  07:17:40    69.49 USDC →   42.4941 MEVI  | att: NO
  07:18:06    66.05 USDC →   56.9885 MEVI  | att: NO
  07:18:31    74.96 USDC →   64.6806 MEVI  | att: NO
  07:18:58    70.77 USDC →   42.1197 MEVI  | att: NO
  07:19:24    90.42 USDC →   68.8436 MEVI  | att: NO
  07:20:14    86.53 USDC →   72.7955 MEVI  | att: NO
  07:20:39    65.58 USDC →   50.6672 MEVI  | att: SI  perdita: 7.7269  rimborso: NON ASSICURATO
  07:21:05    54.33 USDC →   53.7460 MEVI  | att: NO
  07:21:30    89.31 USDC →   64.6815 MEVI  | att: NO
  07:21:56    90.38 USDC →   70.7610 MEVI  | att: NO
  07:22:20    96.95 USDC →   76.7526 MEVI  | att: NO
  07:22:46    50.68 USDC →   46.9339 MEVI  | att: NO
  07:23:11    64.74 USDC →   63.9125 MEVI  | att: NO
  07:23:35    78.63 USDC →   53.7471 MEVI  | att: SI  perdita: 1.8226  rimborso: NON ASSICURATO
  07:24:00    89.46 USDC →   66.6156 MEVI  | att: NO
  07:24:28    67.36 USDC →   53.4469 MEVI  | att: NO
  07:24:53    71.34 USDC →   58.2241 MEVI  | att: NO
  07:25:19    65.03 USDC →   55.1739 MEVI  | att: NO
  07:25:45    90.87 USDC →   89.2480 MEVI  | att: NO
  07:26:10    99.12 USDC →   92.8213 MEVI  | att: NO
  07:26:35    89.87 USDC →   62.4153 MEVI  | att: NO
  07:27:00    84.75 USDC →   67.9980 MEVI  | att: NO
  07:27:25    74.87 USDC →   61.8271 MEVI  | att: NO
  07:27:51    93.41 USDC →   77.1269 MEVI  | att: NO
  07:28:17    70.94 USDC →   69.9476 MEVI  | att: NO
  07:28:42    53.71 USDC →   53.1392 MEVI  | att: NO
  07:29:07    94.35 USDC →   65.5532 MEVI  | att: NO
  07:29:33    81.46 USDC →   58.7953 MEVI  | att: NO
  07:30:00    99.17 USDC →   79.8937 MEVI  | att: SI  perdita: 2.9476  rimborso: NON ASSICURATO
  07:30:25    97.99 USDC →   82.8286 MEVI  | att: NO
  07:30:51    89.92 USDC →   84.7700 MEVI  | att: NO
  07:31:16    71.48 USDC →   70.4725 MEVI  | att: NO
  07:31:42    94.30 USDC →   66.1252 MEVI  | att: NO
  07:32:08    60.65 USDC →   31.9034 MEVI  | att: NO
  07:32:33    54.77 USDC →   42.3356 MEVI  | att: NO
  07:32:59    68.07 USDC →   54.0478 MEVI  | att: NO
  07:33:24    86.08 USDC →   80.4564 MEVI  | att: NO
  07:33:50    77.48 USDC →   55.5124 MEVI  | att: NO
  07:34:16    95.45 USDC →   73.3675 MEVI  | att: NO
  07:34:41    59.87 USDC →   46.5973 MEVI  | att: NO
  07:35:08    72.46 USDC →   62.5528 MEVI  | att: NO
  07:35:31    79.49 USDC →   71.9425 MEVI  | att: NO
  07:35:57    68.72 USDC →   67.7883 MEVI  | att: NO
  07:36:22    53.23 USDC →   37.6230 MEVI  | att: NO
  07:36:48    72.33 USDC →   57.9169 MEVI  | att: NO
  07:37:14    61.05 USDC →   53.9976 MEVI  | att: NO
  07:37:39    55.04 USDC →   49.8073 MEVI  | att: NO
  07:38:03    80.21 USDC →   78.9436 MEVI  | att: NO
  07:38:27    92.11 USDC →   65.2418 MEVI  | att: NO
  07:38:53    84.58 USDC →   62.5798 MEVI  | att: NO
  07:39:18    50.59 USDC →   40.9872 MEVI  | att: NO
  07:39:44    67.27 USDC →   55.1207 MEVI  | att: NO
  07:40:09    62.96 USDC →   57.5540 MEVI  | att: NO
  07:40:35    82.45 USDC →   81.1125 MEVI  | att: NO
  07:41:02    86.30 USDC →   62.2988 MEVI  | att: NO
  07:41:27    91.38 USDC →   70.1805 MEVI  | att: NO
  07:41:53    88.59 USDC →   76.3367 MEVI  | att: NO
  07:42:18    92.14 USDC →   78.7814 MEVI  | att: NO
  07:42:44    96.53 USDC →   94.7017 MEVI  | att: NO
  07:43:10    68.89 USDC →   67.9537 MEVI  | att: NO
  07:43:35    74.61 USDC →   51.2536 MEVI  | att: NO
  07:43:59    96.30 USDC →   72.9458 MEVI  | att: NO
  07:44:25    76.53 USDC →   57.5340 MEVI  | att: NO
  07:44:50    56.89 USDC →   54.6652 MEVI  | att: NO
  07:45:16    72.60 USDC →   66.6361 MEVI  | att: NO
  07:45:40    79.41 USDC →   53.3250 MEVI  | att: NO
  07:46:06    94.66 USDC →   67.0139 MEVI  | att: NO
  07:46:33    63.17 USDC →   48.9621 MEVI  | att: NO
  07:46:59    86.69 USDC →   68.9644 MEVI  | att: NO
  07:47:24    76.52 USDC →   69.8063 MEVI  | att: NO
  07:47:50    92.78 USDC →   91.0897 MEVI  | att: NO
  07:48:15    96.95 USDC →   66.6805 MEVI  | att: NO
  07:48:41    68.17 USDC →   48.6168 MEVI  | att: NO
  07:49:06    79.79 USDC →   62.8703 MEVI  | att: NO
  07:49:30    64.54 USDC →   59.1957 MEVI  | att: NO
  07:52:52    62.15 USDC →   42.6910 MEVI  | att: NO
  07:53:17    73.40 USDC →   51.8652 MEVI  | att: NO
  07:53:43    78.26 USDC →   60.0271 MEVI  | att: NO
  07:54:09    62.84 USDC →   49.7845 MEVI  | att: NO
  07:54:34    91.65 USDC →   80.2269 MEVI  | att: NO
  07:55:00    82.66 USDC →   77.1269 MEVI  | att: NO
  07:55:25    92.94 USDC →   59.6642 MEVI  | att: NO
  07:55:51    63.06 USDC →   47.9435 MEVI  | att: NO
  07:56:16    71.56 USDC →   57.2795 MEVI  | att: NO
  07:56:42    62.39 USDC →   49.7572 MEVI  | att: NO
  07:57:24    58.68 USDC →   47.4143 MEVI  | att: NO
  07:57:50    63.07 USDC →   49.9267 MEVI  | att: NO
  07:58:15    92.61 USDC →   80.7504 MEVI  | att: NO
  07:58:40    93.32 USDC →   85.3027 MEVI  | att: NO
  07:59:06    71.63 USDC →   62.2230 MEVI  | att: NO
  07:59:32    67.98 USDC →   40.0921 MEVI  | att: NO
  07:59:57    74.19 USDC →   62.6925 MEVI  | att: NO
  08:00:22    74.54 USDC →   60.0766 MEVI  | att: NO
  08:00:47    59.26 USDC →   47.7417 MEVI  | att: NO
  08:01:13    81.64 USDC →   72.5738 MEVI  | att: NO
  08:01:39    53.51 USDC →   49.1370 MEVI  | att: NO
  08:02:04    70.34 USDC →   49.8979 MEVI  | att: NO
  08:02:29    87.80 USDC →   75.1078 MEVI  | att: NO
  08:02:55    97.86 USDC →   86.9928 MEVI  | att: NO
  08:03:22    89.51 USDC →   72.6390 MEVI  | att: NO
  08:03:48    68.84 USDC →   67.9051 MEVI  | att: NO
  08:04:13    73.49 USDC →   72.4255 MEVI  | att: NO
  08:04:39    59.61 USDC →   40.4601 MEVI  | att: NO
  08:05:04    51.32 USDC →   41.0889 MEVI  | att: NO
  08:05:30    57.65 USDC →   46.4219 MEVI  | att: NO
  08:05:56    56.45 USDC →   33.6655 MEVI  | att: NO
